,fanfic_id,link,title,published,language,summary,warning,author_id
79,47660725,https://archiveofourown.org/works/47660725,A Great Fuss of Insignificance,2023-06-05,English,"Lucy Carlyle and Anthony Lockwood, both leaders of their own independent agencies, have hated each other for years. Unfortunately for their friends, they've made it everyone’s problem.But when Lucy's sister and Lockwood's new employee get engaged and both agencies are assigned to a big case, the two have to spend more time together than ever before. How badly could this go?The Much Ado About Nothing AU",No Archive Warnings Apply,1711910
80,45824278,https://archiveofourown.org/works/45824278,slipping through the cracks of your cold embrace,2023-03-18,English,"George huffed. “Hello to you, too, Lockwood. Bloody idiot, same as always,” he muttered.But Lucy wasn’t listening. She had frozen, a chill like ice running through her veins. A thought had just occurred to her, and she couldn’t name the array of emotions that accompanied it. “George,” she choked out, voice strangled. “Can…can a living thing be a Source?”",Major Character Death,3078813
81,44854264,https://archiveofourown.org/works/44854264,So Cold,2023-02-07,Français,"Les Dorocha sont la solution au Problème... Mais personne ne nous a crues, et nous étions sans arme face aux fantômes...",Graphic Depictions Of Violence,3655038
82,45450814,https://archiveofourown.org/works/45450814,"and I'd roll my eyes and then you'd pull me in (I'm not much for dancing, but for you, I did)",2023-03-02,English,"Lucy thinks she might just die.It's not the first time that this particular train of thought has invaded her mind - especially after the recent mayhem in Mayfair or their close encounter with a Spectre in Shoreditch. But it might just be the first time she expects to meet her end, not at the hand of a sinister spirit, but by boredom.__Lucy and Lockwood are schmoozing at a party - it's not Lucy's cup of tea. Luckily for her, Lockwood has a plan to spice things up.",No Archive Warnings Apply,1021112
83,47155405,https://archiveofourown.org/works/47155405,A Ghost in the Guest Room,2023-05-13,English,,No Archive Warnings Apply,16848577
84,45356500,https://archiveofourown.org/works/45356500,two plus two makes four third wheels,2023-02-26,English,"After the mill incident, Lucy and Norrie do what they should have done earlier and run away to London, where they find themselves joining a small agency run by two boys.",No Archive Warnings Apply,5730865
85,46815172,https://archiveofourown.org/works/46815172,Blinding Lights,2023-04-29,English,"“You’re being very touchy-feely, George. Are you worried about me?” he joked, and Lucy’s eyes followed the blush creeping up George’s neck and ears.“Oh, shut it. What was it you said at Kensal Green? ‘It’s a medical necessity; it doesn’t mean a thing.’” George quoted, but there was no cruelty there, and he made no move to move his hands.(Judging by the look on George’s face and the abundance of lingering touches, Lucy guessed it did mean something, but the emotionally-constipated boy just didn’t want to admit it.)-Lockwood gets a migraine, and George knows how to help. Lucy follows his lead.",No Archive Warnings Apply,1764355
86,46788061,https://archiveofourown.org/works/46788061,bring on the monsters,2023-04-27,English,"My name is Lucy Joan Carlyle. I’m 16 years old, and up until a couple months ago, I was living a rather mundane life in Minneapolis, Minnesota. I’m about 5’6, a bit on the stockier side, and thanks to my godly parentage, am prone to bouts of anger.Or: Lockwood & Co except they're demigods in New York and PJO except I ignore pretty much all of the canon because how else am I supposed to explain away Anthony Lockwood being a son of Hades?",No Archive Warnings Apply,11406523
87,47639770,https://archiveofourown.org/works/47639770,Tired of Waiting,2023-06-04,English,"""Lucy I've been meaning to speak with you, you know…""Another day, another DEPRAC lecture. This time the subject is 'Flares: correct use and regulations'.",Creator Chose Not To Use Archive Warnings,17351638
88,47591803,https://archiveofourown.org/works/47591803,say what you like,2023-06-02,English,"Lucy doesn't know how to tell Lockwood that she likes it a little rough. Skull helps her out.----Lockwood Chaos Discord Fics, June Prompt: ""Skullstice""",No Archive Warnings Apply,3437400
89,45550279,https://archiveofourown.org/works/45550279,up in our bedroom after the war,2023-03-06,English,"After the bone glass case, Lucy can't sleep. Neither can George. Lockwood shows them how it's done, as usual.",No Archive Warnings Apply,4843762
90,47124388,https://archiveofourown.org/works/47124388,Beach Vacation,2023-05-12,English,"After a series of difficult, but highly successful cases, Lockwood treats Lucy and George to a beach vacation, just so he can see Lucy in a bikini.",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,6612433
91,47575342,https://archiveofourown.org/works/47575342,a chance worth taking,2023-06-01,English,"Having something is hard, because there's always the chance you'll lose it.",No Archive Warnings Apply,18368
92,47074180,https://archiveofourown.org/works/47074180,La Mariée,2023-05-10,English,"It's a day Lockwood dreams of.""Anthony Lockwood knew that the pale periwinkle blue of the gown floating in his direction would be his favorite color for the rest of his life. It was no surprise to him that Lucy decided to forgo traditional white and had instead selected a blue wedding dress...""",Creator Chose Not To Use Archive Warnings,16851445
93,45903088,https://archiveofourown.org/works/45903088,my favorite color is you,2023-03-21,English,"Lockwood reflects on the color blue, and its newfound presence in his life",No Archive Warnings Apply,3078813
94,46392874,https://archiveofourown.org/works/46392874,Healing Together Or Not At All,2023-04-10,English,When Lockwood and Co gets back in action after the Bickerstaff case George finally lets himself process the trauma he underwent while being manipulated by Joplin and influenced by the Bone Glass.,No Archive Warnings Apply,3796812
95,45585811,https://archiveofourown.org/works/45585811,One Fire Burns Out Another,2023-03-08,English,"Jessica came back after eight years of being away, determined to get something from George and Lucy. She's never been well, long ago deciding any end would meet her means. This includes taking Lockwood away from 35 Portland Row in the dead of night, and sending the rest of the Company any taunting video of him that she'd like, until they meet her demands.Lockwood said it like a mantra: It’s not kidnapping when its your sister, and she’s would never really hurt him. These bruises, the things that made him cry, it doesn’t count when it's your sister. It's his fault for letting George and Lucy close enough, he shouldn't have let them care. Jessica wouldn't be able to hurt them like this if he hadn't.In which Lockwood is bait for George and Lucy, and he is also very, very, very wrong.",Underage,18368
96,47790751,https://archiveofourown.org/works/47790751,Vivaldi Variations,2023-06-11,English,"The piano in the corner of the library in Portland ROw has not been played for many years, but Lucy would love Lockwood to play it. Will he overcome painful memories and change his mind?",No Archive Warnings Apply,15260589
97,47703772,https://archiveofourown.org/works/47703772,After the Powerpoint,2023-06-06,English,The aftermath of George's PowerPoint explains to Lockwood and Lucy that they are in love with each out.,No Archive Warnings Apply,4653566
98,47386591,https://archiveofourown.org/works/47386591,can't leave the night,2023-05-24,English,"Quietly, he got out of bed, taking a glance at the clock on his bedside. It was 4am. This was becoming a habit, since Lucy came home, checking to make sure she was still there, still alive, still breathing. Checking to make sure she really had come home, that the one good thing that came out of that iron circle hadn’t been a dream.--(Lockwood has been sneaking up to the attic after the events of The Creeping Shadow to make sure Lucy’s really home safe at Portland Row. One night, he’s finally caught.)",No Archive Warnings Apply,17566711
